timestamp,zone_id,latitude,longitude,wind_speed_ms,wind_direction_deg,temperature_c,humidity_pct,traffic_emission_rate_kg_h,industrial_emission_rate_kg_h,rl_traffic_signal_offset_s,rl_green_corridor_active,rl_ventilation_control_mw,co2_concentration_ppm,pm25_ug_m3,reward_value
16-01-2026 10:00,Zone_004,37.73421197,-122.4014866,5.77,305.4,25.8,67.4,387.49,924.48,-16,0,2.42,486.06,11.77,8.23
16-01-2026 11:00,Zone_006,37.73180673,-122.3547194,6.99,177.5,21.2,91.8,279.45,660.86,10,0,3.76,406.14,26.68,34.57
16-01-2026 12:00,Zone_004,37.79164715,-122.4094544,8.12,169.9,14.7,85.8,97.17,991.9,-14,1,0.34,652.02,36.95,-19.29
16-01-2026 13:00,Zone_003,37.76165427,-122.4884531,8.31,176.5,22.7,44.8,436.23,580.79,-8,0,1.09,616.27,95.02,87.38
16-01-2026 14:00,Zone_007,37.8259792,-122.4886625,11.22,304.8,23.2,44.3,189.39,236.27,-29,1,2.31,643.03,17.3,88.48
16-01-2026 15:00,Zone_008,37.83500347,-122.3572865,11.96,299.5,30.3,43.1,487.08,720.89,-25,1,3.02,475.01,30.69,-28.09
16-01-2026 16:00,Zone_004,37.75301321,-122.4554064,8.78,145.3,28.4,90,103.04,1147.53,-2,1,1.7,640.58,49.45,58.62
16-01-2026 17:00,Zone_002,37.73553058,-122.48619,3.8,120,26.6,85.4,481.21,972.29,-4,1,1.49,608.73,11.01,-38.71
16-01-2026 18:00,Zone_010,37.81707883,-122.4101433,10.62,177.1,12.8,80.4,90.96,736.57,6,0,0.21,528.14,93.83,39.78
16-01-2026 19:00,Zone_003,37.74122091,-122.4064527,1.07,206.2,28,55.5,153.97,811.49,18,1,0.16,553.24,71.61,-23.2
16-01-2026 20:00,Zone_001,37.82339215,-122.4027243,3.16,85.8,22.5,62.8,70.96,1123.62,3,0,1.39,598.77,109.07,-28.14
16-01-2026 21:00,Zone_008,37.76356074,-122.4598897,10.82,285.8,32.4,60.2,367.3,571.18,-13,1,2.65,572.65,13.41,-49.38
16-01-2026 22:00,Zone_003,37.80013248,-122.4977334,3.45,175.1,33,46.5,432.63,464.53,11,1,2.78,624.64,39.85,91.13
16-01-2026 23:00,Zone_010,37.7143303,-122.3552477,3.04,120.3,11.4,62.8,245.33,1174.97,-21,1,2.47,463.34,90.44,74.39
17-01-2026 00:00,Zone_007,37.7935789,-122.462366,2.09,38.5,30.5,32,467.83,1049.79,7,1,2.05,589.25,84.27,-38.38
17-01-2026 01:00,Zone_010,37.76776515,-122.3985961,10.38,86,10.9,38.6,315.63,455.35,28,0,1.26,557.6,36.74,39.91
17-01-2026 02:00,Zone_005,37.78799127,-122.3940055,6.25,341.7,19.2,87.6,333.5,610.16,13,0,2,561.36,75.53,-15.07
17-01-2026 03:00,Zone_010,37.72520213,-122.4084989,8.26,109.8,23.6,78.9,430.44,556.59,-14,1,0.69,564.28,97.31,-10.4
17-01-2026 04:00,Zone_005,37.81053106,-122.4530639,3.25,60.8,13.7,57.5,183.56,264.01,28,0,0.58,708.52,13.67,81.13
17-01-2026 05:00,Zone_007,37.82941956,-122.4593356,9.22,165.8,28.7,63.6,209.42,1153.6,-18,0,1.5,686.52,88.94,-32.85
17-01-2026 06:00,Zone_009,37.73251097,-122.4103498,9.24,110.6,10.2,54,457.68,544.74,21,0,4.98,620.35,37.73,40.22
17-01-2026 07:00,Zone_005,37.71435718,-122.3700857,4.09,12.7,14.2,78.2,455.43,1062.86,29,0,1.63,650.77,114.26,10.19
17-01-2026 08:00,Zone_001,37.70354579,-122.3579899,5.22,116.3,24.5,81,489.42,308.29,17,0,4.68,414.98,69.2,-21.38
17-01-2026 09:00,Zone_010,37.79629573,-122.4841141,2.91,195.9,27.9,79.6,455.83,702.66,11,1,1.96,660.4,13.67,17.79
17-01-2026 10:00,Zone_010,37.79106411,-122.4767757,11.73,198.6,32.9,77,107.32,126.36,-4,1,2.2,570.16,54.38,91.07
17-01-2026 11:00,Zone_001,37.78200461,-122.3582896,7.92,128.4,27.6,43.3,420.68,940.64,22,0,3.99,511.21,116.29,67.24
17-01-2026 12:00,Zone_002,37.73479206,-122.3895197,11.25,161,26.8,52,234.43,739.01,-29,1,0.47,448.92,90.34,-30.18
17-01-2026 13:00,Zone_006,37.7586359,-122.3675509,3.99,347.6,19.9,60.5,495.86,788.15,3,0,0.91,426.32,43.05,77.41
17-01-2026 14:00,Zone_009,37.78917145,-122.4696051,9.49,135.8,10,51.5,262.53,156.89,0,0,4.87,415.71,73.28,90.62
17-01-2026 15:00,Zone_008,37.77451503,-122.4118621,9.31,93,13,79.1,299.23,332.14,-8,1,2.53,456.63,75.9,-8.46
17-01-2026 16:00,Zone_005,37.84816783,-122.3948291,8.45,87.6,23.4,51.4,288.4,181.76,-24,1,0.22,410.55,12.57,0.01
17-01-2026 17:00,Zone_001,37.72046596,-122.3979832,11.6,164.8,26.9,39,194.78,417.81,7,0,0.24,656.42,29.67,-31.05
17-01-2026 18:00,Zone_007,37.80427168,-122.4387772,5.03,273.4,20.4,55.9,83.76,790.18,2,1,4.54,487.01,70.7,1.74
17-01-2026 19:00,Zone_005,37.76064782,-122.4976908,2,74.2,28.3,93.7,453.04,722.8,-19,1,4.37,529.06,54.3,50.97
17-01-2026 20:00,Zone_006,37.76422994,-122.4125611,8.22,255.3,23,44.7,411.2,773.36,14,0,2.29,687.95,30.9,-9.18
17-01-2026 21:00,Zone_007,37.80763966,-122.4620348,8.89,7.6,11.9,69.8,112.79,704.18,-19,0,0.82,440.13,94.99,-48.98
17-01-2026 22:00,Zone_003,37.80386542,-122.4324619,7.11,150.8,14.8,58.1,399.55,400.33,-12,1,4.15,692.46,63.79,0.78
17-01-2026 23:00,Zone_010,37.8486884,-122.3563628,2.88,279.3,31,34.6,331.63,368.96,-22,0,1.62,623.84,44.1,17.98
18-01-2026 00:00,Zone_003,37.71925914,-122.4401447,6.3,121.9,28.1,61.7,234.11,250.77,-21,0,2.1,519.71,27.78,34.95
18-01-2026 01:00,Zone_005,37.71561645,-122.3740298,4.09,202.9,32.4,75.6,164.31,1033.98,-14,1,3.41,441.23,77.23,52.57
18-01-2026 02:00,Zone_006,37.80865082,-122.4717189,5.42,73.8,12.9,63.4,436.88,778.13,19,0,1.77,432.02,83.29,-40.73
18-01-2026 03:00,Zone_009,37.78675804,-122.3991309,7.92,267.1,34.8,86.7,365.08,305.16,9,0,3.14,517.43,83.66,20.46
18-01-2026 04:00,Zone_005,37.7411241,-122.353449,9.07,18.8,15.2,48.8,296.48,294.93,8,0,4.43,449.12,34.23,-10.05
18-01-2026 05:00,Zone_001,37.71191291,-122.484716,3.17,306.9,10.3,35.6,324.31,1060.34,10,1,3.99,493.7,75.49,92.2
18-01-2026 06:00,Zone_004,37.71284874,-122.498752,5.16,71.4,34.9,90.9,90.98,917,-21,0,1.91,418.53,109.59,3.98
18-01-2026 07:00,Zone_005,37.83412863,-122.4349626,3.6,314.8,17,54.6,263.26,825.34,-19,0,1.44,608.25,48.85,-34.98
18-01-2026 08:00,Zone_010,37.7287801,-122.4861062,2.78,126.9,26.7,67.5,137.17,547.55,-16,0,1.43,450.85,33.18,-43.78
18-01-2026 09:00,Zone_010,37.74850573,-122.3877423,9.51,260.2,14.4,81.5,143.77,388.17,0,0,1.74,664.86,94.94,-10.19
18-01-2026 10:00,Zone_005,37.73399846,-122.3628177,10.96,114.9,24.5,51.1,347.59,1177.4,-16,1,2.47,476.36,29.46,-23.17
18-01-2026 11:00,Zone_007,37.75324945,-122.4348969,4.76,326.1,32.6,76.6,460.07,976.96,-3,1,2.08,679.29,37.91,47.47
18-01-2026 12:00,Zone_004,37.71041358,-122.4611933,9.14,45.6,18,38.8,231.69,431.96,-27,0,0.67,466.46,21.07,77.04
18-01-2026 13:00,Zone_001,37.77785897,-122.4348395,10.82,64.3,26.8,48.9,143.49,1032.32,5,1,0.82,652.48,39.47,-3.12
18-01-2026 14:00,Zone_005,37.71014188,-122.3914828,10.23,177.5,14.7,39.4,341.94,934.83,24,1,1.71,516.58,55.14,36.67
18-01-2026 15:00,Zone_007,37.82005348,-122.4986419,2.6,29.5,25.6,82.7,442.03,426.79,-30,1,2.81,604.09,17.06,59.55
18-01-2026 16:00,Zone_010,37.73505681,-122.4115819,11.5,70.6,18.4,44.5,386.74,569.21,27,0,2.96,413.53,105.89,9.77
18-01-2026 17:00,Zone_010,37.78100179,-122.4080062,4.83,339.8,15.3,76.6,440.94,304.55,13,0,2.43,573.34,66.5,-40.05
18-01-2026 18:00,Zone_006,37.83201186,-122.4043468,4.4,351.5,17.8,91.3,291.45,222.16,26,1,3.69,452.04,74.69,-15.62
18-01-2026 19:00,Zone_005,37.79763161,-122.4636967,1.22,135.5,14.5,64.3,388.34,895.04,3,0,3.69,570.21,50.84,82.46
18-01-2026 20:00,Zone_004,37.77994367,-122.3928921,6.09,332.4,32.5,65.1,113.03,394.26,16,0,2.14,449.48,83.68,73.67
18-01-2026 21:00,Zone_002,37.74865006,-122.4862913,1.75,196.1,19.9,60,206.72,1002.07,-14,1,0.62,552.98,57.5,-37.02
18-01-2026 22:00,Zone_004,37.74995029,-122.4701094,3.36,97.1,16.1,51.2,225.3,1195.17,8,1,2.65,438.72,93.74,-16.41
18-01-2026 23:00,Zone_010,37.80042304,-122.3683795,4.14,252.9,21.2,60.9,280.08,184.28,7,0,1.91,476.98,100.35,65.37
19-01-2026 00:00,Zone_010,37.8491209,-122.3891915,9.8,237.2,18,69.2,468.08,620.34,13,1,0.69,608.28,83.9,22.88
19-01-2026 01:00,Zone_003,37.79927588,-122.4979382,10.57,356.1,28.6,94.1,443.43,982.27,20,0,4.91,741.83,64.05,64
19-01-2026 02:00,Zone_010,37.78366751,-122.4627436,3.98,95.4,34.3,91,110.54,967.85,2,1,1.85,557.21,96.05,-18.34
19-01-2026 03:00,Zone_001,37.80959758,-122.467839,10.38,241.9,21,86,127.76,936,29,0,3.13,640.51,64.37,92.9
19-01-2026 04:00,Zone_008,37.76978084,-122.4593791,10.36,18.7,31.5,87.8,210.94,483.89,-10,0,2.45,588.8,22.27,67.54
19-01-2026 05:00,Zone_005,37.70902135,-122.462866,9.29,40.9,24.1,60.4,180.83,599.24,-5,0,0.71,574.43,22.8,-20.38
19-01-2026 06:00,Zone_004,37.78434452,-122.4906211,2.19,1.4,13.9,72.7,326.65,754.47,15,0,0.28,422.65,114.34,33.77
19-01-2026 07:00,Zone_008,37.84364379,-122.4311589,8.44,359.8,27.3,88.2,456.25,1171.33,5,0,3.13,450.5,33.49,-33.04
19-01-2026 08:00,Zone_007,37.72629544,-122.39009,11.37,288.8,22.8,55.5,483.03,460.3,-26,0,1.24,709.07,99.75,4.22
19-01-2026 09:00,Zone_002,37.80350073,-122.4089902,8.35,283.2,26.3,92.5,344.12,1115.46,2,1,1.22,543.56,37.14,48.94
19-01-2026 10:00,Zone_001,37.73014005,-122.3990692,4.31,183.5,32.2,57,427.17,396.29,-30,0,4.78,615.02,57.39,-0.48
19-01-2026 11:00,Zone_004,37.78037415,-122.4878276,6.26,108,21,69.1,286.34,1187.98,22,1,2.31,584.88,82.04,48.51
19-01-2026 12:00,Zone_008,37.71450147,-122.3572764,7.93,54.5,32.5,76.1,143.75,837.29,-25,0,0.15,532.61,27.48,-13.28
19-01-2026 13:00,Zone_002,37.76755564,-122.3742262,6.37,102.5,28.8,91.8,286.11,609.86,6,1,1.7,535.74,91.1,58.18
19-01-2026 14:00,Zone_003,37.8134245,-122.3792365,1.88,135.3,22.2,45.9,299.79,774.73,-29,0,2.92,594.41,85.89,3.94
19-01-2026 15:00,Zone_001,37.75213573,-122.3765524,4.09,272.3,25.1,78.5,384.11,399.78,26,0,1.64,449.4,69.74,68.57
19-01-2026 16:00,Zone_001,37.79973676,-122.3600934,9.73,194.3,18.1,63.9,148.95,401.59,22,0,0.13,535.54,72.25,-29.5
19-01-2026 17:00,Zone_003,37.81931749,-122.4183619,10.41,27.9,34.6,47.5,215.74,224.91,28,0,2.22,556.44,21.63,4.3
19-01-2026 18:00,Zone_005,37.83907667,-122.4699577,2.08,6.5,26.7,80.5,213.81,225.46,28,1,0.53,744.79,57.95,19.59
19-01-2026 19:00,Zone_003,37.73519631,-122.4074825,11.45,36.8,11.1,65.9,481.75,482.44,-26,1,3.1,523.01,19.52,13.58
19-01-2026 20:00,Zone_001,37.75989739,-122.3885678,4.28,147.8,18.2,73,249.78,939.14,-5,0,3.1,625.6,43.86,14.96
19-01-2026 21:00,Zone_001,37.7228624,-122.3893124,8.12,335.9,25.6,51,389.79,768.77,10,0,0.19,448.1,109.03,16.72
19-01-2026 22:00,Zone_008,37.84887253,-122.4217826,9.15,229.5,11.4,61.3,387.87,212.84,20,0,1.45,422.92,73.2,98.32
19-01-2026 23:00,Zone_010,37.83905015,-122.4897312,9.84,288.7,10.6,70.1,169.49,1037.46,22,0,2.07,705.04,91.7,-21.03
20-01-2026 00:00,Zone_002,37.78099357,-122.4443331,11.38,167.9,21.3,56.3,307.34,761.5,16,1,2.75,655.76,73.13,65.3
20-01-2026 01:00,Zone_003,37.82630499,-122.361885,4.1,130.2,18.3,42.9,452.44,1156.94,-18,0,1.48,511.12,31.37,32.77
20-01-2026 02:00,Zone_002,37.7781437,-122.4123327,10.37,39,21,92.5,263.84,837.2,-19,0,1.44,576.6,75.43,12.04
20-01-2026 03:00,Zone_003,37.79353785,-122.4192502,2.01,315.3,16.6,63.2,475.3,292.69,-26,0,4.92,447.51,93.09,45.03
20-01-2026 04:00,Zone_007,37.71336866,-122.459672,8.61,281.9,14.1,77.7,146.51,621.16,-29,0,0.21,647.51,25.22,78.03
20-01-2026 05:00,Zone_001,37.81329056,-122.4447327,9.03,60.5,27.2,56.7,83.37,813.35,28,0,4.95,424.62,99.86,20
20-01-2026 06:00,Zone_010,37.71915702,-122.3656981,8.29,184.4,22.9,53.1,451.15,131.09,-27,0,0.24,664.96,71.09,79.72
20-01-2026 07:00,Zone_008,37.82391014,-122.4000305,3.4,175.5,15,56.5,431.46,116.4,28,0,1.44,591.39,10.47,-35.93
20-01-2026 08:00,Zone_010,37.81730421,-122.3818919,10.54,225,18,56.6,496.67,242.34,-4,0,2.47,497.6,67.18,47.96
20-01-2026 09:00,Zone_010,37.8063117,-122.4318482,2.44,340.6,24.8,65.4,355.73,376.83,19,0,0.72,701.9,53.52,-0.02
20-01-2026 10:00,Zone_010,37.70542406,-122.4054629,1.12,208.7,11.8,65.3,471.51,572.5,22,1,0.67,745.13,42.61,8.01
20-01-2026 11:00,Zone_002,37.74546925,-122.4627425,8.75,194.5,13.7,62.3,422.13,636.18,-21,0,1.28,489.02,94.84,35.65
20-01-2026 12:00,Zone_003,37.73946689,-122.3941809,5.97,18.1,11.8,38.8,429.99,251.83,-18,0,4.87,682.19,108.94,21.99
20-01-2026 13:00,Zone_009,37.75402046,-122.4358598,10.26,22.6,30.3,62.2,306.11,840.73,13,0,1.9,662.56,93.89,7.27
20-01-2026 14:00,Zone_007,37.71314641,-122.4336182,4.91,67.4,28.8,41,222.06,755.75,-29,0,2.83,661.52,103.14,-3.75
20-01-2026 15:00,Zone_004,37.84054367,-122.4026017,2.44,11.7,28.8,38.2,470.55,423.91,-5,0,3.52,735.03,109.97,42.75
20-01-2026 16:00,Zone_010,37.78307034,-122.3595579,10.12,267.6,27.9,90.6,244.45,115.03,-16,1,3.71,570.32,110.39,25.84
20-01-2026 17:00,Zone_005,37.74582865,-122.490399,6.81,260.4,26.7,69.3,292.47,185.41,15,1,3.44,635.96,22.61,-1.5
20-01-2026 18:00,Zone_002,37.75954723,-122.3762885,2.68,49,21.9,72.9,250.75,530.86,26,0,1.68,688.36,60.2,-19.26
20-01-2026 19:00,Zone_008,37.76708038,-122.4561425,8.78,301,26.1,56.1,304.17,269.37,-21,1,0.56,567.84,10.03,66.17
20-01-2026 20:00,Zone_004,37.79008915,-122.4334121,6.38,55.7,11,89.1,261.73,514.5,-9,0,1.41,568.5,65.71,69.96
20-01-2026 21:00,Zone_009,37.77735191,-122.496713,7.45,108.4,25.5,71.5,71.59,791,9,0,1.05,511.53,111.67,-17.93
20-01-2026 22:00,Zone_005,37.8379088,-122.4548431,5.8,89.6,29.4,80,446.92,701.96,-6,1,0.68,673.29,31.9,-10.75
20-01-2026 23:00,Zone_009,37.77454452,-122.4246053,10.03,134,22.5,54,249.98,354.29,-16,1,0.12,640.17,80.38,-14.13
21-01-2026 00:00,Zone_004,37.8488237,-122.4915736,10.04,91.7,18.9,92.4,315.02,478.2,-18,1,4.68,557.9,80.88,82.69
21-01-2026 01:00,Zone_010,37.82771374,-122.4263356,8.66,176,16.9,83.3,112.63,775.43,-23,0,4.61,546.77,27.64,66.12
21-01-2026 02:00,Zone_005,37.73127658,-122.3609334,1.71,146.7,26.1,85.5,51.52,1046.94,-10,0,0.25,425.41,36.24,-38.81
21-01-2026 03:00,Zone_009,37.83958928,-122.484191,10.15,355.2,27.3,41.2,160.38,928.53,-10,0,0.87,402.28,60.82,74.9
21-01-2026 04:00,Zone_008,37.71745496,-122.3853339,8.22,20.1,31.8,47.6,367.06,708.74,-9,1,0.7,585.11,30.7,-44.47
21-01-2026 05:00,Zone_003,37.82261746,-122.4385493,8.52,51.2,18.6,48.6,94.64,498.52,15,0,1.41,546.12,74.35,-12.02
21-01-2026 06:00,Zone_001,37.75709349,-122.4017239,4.67,19,29.2,47.6,459,501.56,2,1,1.02,678.61,63.3,87.85
21-01-2026 07:00,Zone_003,37.83169615,-122.4609645,10.61,225.3,24,85.6,146.76,1067.36,14,0,4.73,589.93,67.11,79.65
21-01-2026 08:00,Zone_004,37.8302085,-122.4760762,8.84,19.6,32.1,32.1,142.07,143.17,-4,0,0.42,727.85,24.79,67.22
21-01-2026 09:00,Zone_002,37.82088881,-122.4759306,1.79,301.1,23.2,34.9,131.68,1186.78,9,1,1.06,468.65,66.9,18.63
21-01-2026 10:00,Zone_001,37.81850457,-122.4894262,5.19,184.3,22.9,47.8,56.29,830.81,19,1,0.4,746.55,15.44,-1.79
21-01-2026 11:00,Zone_007,37.74570187,-122.472153,10.69,189.7,24.4,43,397.31,849.25,-9,0,4.9,504.27,106.97,82.23
21-01-2026 12:00,Zone_008,37.71213789,-122.4003671,1.04,202.2,28.7,45.1,443.77,141.8,-1,1,4.59,624.85,47.76,48.56
21-01-2026 13:00,Zone_007,37.76044703,-122.3677464,11.56,61.5,34.1,81.9,326.37,766.08,-22,0,3.58,575.65,104.2,-5.67
21-01-2026 14:00,Zone_005,37.72602868,-122.3778811,8.31,71.2,11.8,66.6,134.69,633.26,14,0,2.13,525.85,87.18,19.48
21-01-2026 15:00,Zone_001,37.80424266,-122.3972299,7.76,114.8,11.3,30.4,178.38,216.36,4,1,0.95,448.76,94.28,82.23
21-01-2026 16:00,Zone_007,37.75191496,-122.4834352,3.61,213.7,33.4,57.9,264.17,405.71,-13,1,1.11,447.19,44.6,85.52
21-01-2026 17:00,Zone_007,37.84634153,-122.4566219,3.36,75.6,23.2,56.5,479.46,1079.35,11,1,2.22,649.03,35.05,48.9
21-01-2026 18:00,Zone_009,37.79614581,-122.453529,11.33,41.9,25.4,37.4,161.31,704.99,-26,1,3.84,532.17,54.74,59.88
21-01-2026 19:00,Zone_003,37.82337208,-122.4625065,3.93,349.2,22.1,73.9,379.24,554.76,-4,1,1.32,736.45,12.66,-44.11
21-01-2026 20:00,Zone_009,37.7198787,-122.4227492,9.42,7.9,12.3,75.6,247.75,179.95,26,1,1.55,513.98,111.06,40.69
21-01-2026 21:00,Zone_001,37.82930217,-122.4196669,5.02,289,29.2,76.9,184.03,885.53,-25,0,3,744.23,52.57,53.35
21-01-2026 22:00,Zone_001,37.83841358,-122.4464671,2.1,283.7,28.7,77.4,255.16,873.14,1,1,1.19,471.9,118.74,-46.94
21-01-2026 23:00,Zone_004,37.77305929,-122.4469316,0.62,107,17.8,30,82.04,775.45,-23,1,2.92,435.99,93.76,76.58
22-01-2026 00:00,Zone_009,37.79093794,-122.3757167,6.76,48.8,17.7,92,409.41,661.29,25,0,1.94,509.4,18.86,89.24
22-01-2026 01:00,Zone_006,37.81472147,-122.3816061,11.72,52.4,30.9,82.9,159.49,577.16,8,0,0.17,709.95,82.62,-14.31
22-01-2026 02:00,Zone_003,37.72622579,-122.4538306,4.75,251.1,11.8,88.8,376.44,752.6,-10,0,2.01,582.65,39.79,76.87
22-01-2026 03:00,Zone_001,37.77538491,-122.3629317,4.61,231.4,32,31,80.76,356.73,-13,1,4.6,447.48,36.81,49.83
22-01-2026 04:00,Zone_004,37.75979945,-122.3570777,4.46,281.8,16.4,90.7,479.79,1135.38,-17,0,1.47,470.87,38.22,37.1
22-01-2026 05:00,Zone_009,37.7219561,-122.4509886,6.49,337.5,24.8,82.6,136.86,747.67,-16,1,1.61,508.94,110.77,76.47
22-01-2026 06:00,Zone_003,37.75513016,-122.4468363,5.57,249.1,33.4,84.4,447.23,442.31,11,0,0.33,606.56,65,-7.16
22-01-2026 07:00,Zone_009,37.71022585,-122.4241549,10.62,56.1,27,36.1,414.26,594.65,-5,0,3.08,516.33,83.64,68.63
22-01-2026 08:00,Zone_007,37.70387179,-122.3588319,6.31,87.6,20.4,78,485.54,986.25,22,1,4.25,661.47,40.9,-2.82
22-01-2026 09:00,Zone_004,37.72027494,-122.3685521,6.34,303.2,27.2,92.4,265.05,277.78,13,0,1.76,615.7,67.52,68.12
22-01-2026 10:00,Zone_003,37.84446727,-122.4846148,2.09,75.4,18.6,74.1,377.33,422.12,1,0,1.2,705.84,48.51,17.66
22-01-2026 11:00,Zone_010,37.78242943,-122.4410904,11.8,26.1,16.9,67.1,216.82,847.46,8,0,4.78,575.34,45.33,-32.46
22-01-2026 12:00,Zone_005,37.84487332,-122.4169943,3.37,253.2,34.9,91.5,132.97,447.04,-3,1,3.73,515.91,37.17,7.23
22-01-2026 13:00,Zone_005,37.76487468,-122.4245301,1.34,144.9,28.8,58.8,249.38,971.75,29,1,2.84,748.7,54.99,-14.98
22-01-2026 14:00,Zone_003,37.74677242,-122.4709205,8.13,331.2,26.1,69,124.59,243.5,8,1,1.53,524.47,82.6,-34.92
22-01-2026 15:00,Zone_009,37.77592128,-122.3711775,7.35,234.1,18.9,61,491.92,938.95,12,1,1.1,550.01,34.42,-33.46
22-01-2026 16:00,Zone_004,37.76592675,-122.3984589,5.27,32.6,11.2,90.6,93.31,175.19,1,0,3.58,683.19,116.2,67.01
22-01-2026 17:00,Zone_005,37.7158497,-122.3743137,5.36,341.2,10.8,34.9,315.15,113.85,-18,0,2.61,431.02,23.71,82.21
22-01-2026 18:00,Zone_004,37.79612395,-122.3711854,9.53,93.1,23.9,62.6,331.91,1088.05,-16,0,2.6,535.27,62.82,89.07
22-01-2026 19:00,Zone_005,37.73240573,-122.3877466,2.75,121.4,29.1,74.7,292.14,739.47,-13,0,0.37,430,19.35,78.09
22-01-2026 20:00,Zone_007,37.79293819,-122.4341184,9.93,144.8,23.4,81.5,347.98,487.01,8,0,2.56,448.76,12.49,74.53
22-01-2026 21:00,Zone_009,37.79753016,-122.408418,7.96,18.4,31,67.9,102.28,355.85,-25,0,4.11,401.62,111.49,-39.67
22-01-2026 22:00,Zone_007,37.72280373,-122.4759452,5.32,178.7,10.8,89.1,299.76,778.57,24,1,4.73,403.34,99.14,68.52
22-01-2026 23:00,Zone_005,37.70920244,-122.3989532,5.77,44.4,19.2,91.2,179.25,659.9,-20,0,0.53,533.1,86.36,67.49
23-01-2026 00:00,Zone_010,37.81711424,-122.473112,3.45,144.3,15.9,34.2,473.08,1190.76,1,1,3.16,683.21,105.17,-30.31
23-01-2026 01:00,Zone_010,37.76897006,-122.3959076,9.15,126.3,21.2,56.2,392.93,1181.54,9,1,2.84,605.45,98.31,49.3
23-01-2026 02:00,Zone_007,37.70872457,-122.4655603,6.4,278.2,11.8,31.5,487.63,798.53,-11,1,4.45,622.22,81.2,17.88
23-01-2026 03:00,Zone_010,37.84922995,-122.4823673,4.19,289.1,33.9,51.4,66.9,587.16,2,1,3.76,581.74,103.21,85
23-01-2026 04:00,Zone_005,37.70866708,-122.4752073,7.35,55.2,15.6,64.9,178.31,640.26,9,1,4.83,686.93,52.99,54.31
23-01-2026 05:00,Zone_003,37.80425528,-122.4997012,11.95,132,33.1,89.2,137.94,850.73,-23,0,4.8,708.13,70.8,92.65
23-01-2026 06:00,Zone_007,37.84755184,-122.3921891,5.51,134.4,20.6,85,55.02,211.73,20,0,1.13,697.41,95.39,-34.26
23-01-2026 07:00,Zone_002,37.73587702,-122.3901398,11.09,54.5,34.6,38.3,159.05,461.19,4,0,3.63,684.25,19.33,-43.91
23-01-2026 08:00,Zone_009,37.72133741,-122.42276,4.47,287.4,23.9,36,355.45,182.8,-26,0,2.65,463.95,104.45,96.04
23-01-2026 09:00,Zone_010,37.71820774,-122.4757956,1.13,254.6,33.3,68.3,153.99,180.7,4,1,1.07,607.86,27.25,-37.97
23-01-2026 10:00,Zone_010,37.74549127,-122.4874668,2.85,68.5,10.1,64.6,279.05,315.42,16,1,0.97,603.76,105.1,7.93
23-01-2026 11:00,Zone_001,37.71515687,-122.4971307,5.31,132,28.7,47.3,449.52,633.78,-17,1,0.41,584.78,44.25,47.5
23-01-2026 12:00,Zone_006,37.8038242,-122.4751378,3.03,38.1,32.6,88.5,362.19,963.25,-10,0,3.98,568.28,45.95,82.01
23-01-2026 13:00,Zone_007,37.70934377,-122.3663717,0.5,226.2,13.5,90.3,227.58,634.05,16,1,1.62,431.21,18.13,-11.81
23-01-2026 14:00,Zone_008,37.77641332,-122.4637695,11.02,43.7,12.4,56.2,217.61,469.02,-7,0,4.28,435.76,107.45,-45.64
23-01-2026 15:00,Zone_010,37.84950453,-122.4468593,10.2,354.9,20.6,87.9,255.08,190.59,-14,1,3.04,715.8,29.2,28.19
23-01-2026 16:00,Zone_009,37.82209554,-122.4841982,9.04,281,33.3,55,129.67,705.33,-13,0,3.37,620.57,79.31,20.67
23-01-2026 17:00,Zone_002,37.79228292,-122.4666458,2.43,140.5,23.6,77.9,335.3,398.4,3,0,1.46,491.81,80.84,-3.97
23-01-2026 18:00,Zone_010,37.74593804,-122.4221163,1.88,208.3,23.2,60.9,213.87,776.43,-19,0,2.29,497.76,40.93,81.08
23-01-2026 19:00,Zone_002,37.79358438,-122.4088371,1.28,328.1,13.5,38,433.56,1174.91,-15,1,2.06,613.57,118.42,62.4
23-01-2026 20:00,Zone_005,37.77905622,-122.4631972,8.83,199.5,10,90.3,390.45,222.45,-27,0,1.18,542.43,17.06,78.72
23-01-2026 21:00,Zone_005,37.76391251,-122.4913402,11.18,62.8,30.3,59.5,324.73,333.34,-6,0,4.16,554.46,76.87,-25.73
23-01-2026 22:00,Zone_006,37.71960656,-122.4413451,5.45,136.3,12.2,77.7,213.89,620.4,3,1,3.11,421.23,62.75,53.86
23-01-2026 23:00,Zone_003,37.83299063,-122.4648695,1.87,303.5,25.8,53.9,144.47,1165.48,-3,1,0.19,448.56,37,96.27
24-01-2026 00:00,Zone_008,37.7674677,-122.4670669,6.39,231.9,32.9,31.2,399.27,948.99,15,0,4.1,537.67,27.99,41.79
24-01-2026 01:00,Zone_001,37.72919338,-122.3560206,4.51,234.3,15.2,36.5,268.88,1088.05,-20,1,0.53,644.89,91.08,-24.3
24-01-2026 02:00,Zone_006,37.7551639,-122.4075549,4.81,312.1,26.6,62.3,151.14,467.09,-18,0,2.02,416.81,110.79,99.37
24-01-2026 03:00,Zone_004,37.76211946,-122.4164682,7.65,321.8,12,74.8,137.83,1191.24,0,0,2.86,517.1,21.83,29.25
24-01-2026 04:00,Zone_001,37.82413068,-122.4376337,8.77,331.1,25.1,51.8,124.43,213.12,29,0,0.04,643.28,31.34,76.01
